sections,whois,alexa,indicator,type,type_title,validation,false_positive,base_indicator.id,base_indicator.indicator,base_indicator.type,base_indicator.title,base_indicator.description,base_indicator.content,base_indicator.access_type,base_indicator.access_reason,pulse_info.count,pulse_info.pulses,pulse_info.references,pulse_info.related.alienvault.adversary,pulse_info.related.alienvault.malware_families,pulse_info.related.alienvault.industries,pulse_info.related.other.adversary,pulse_info.related.other.malware_families,pulse_info.related.other.industries
"['general', 'geo', 'url_list', 'passive_dns', 'malware', 'whois', 'http_scans']",http://whois.domaintools.com/google.com,http://www.alexa.com/siteinfo/google.com,google.com,domain,Domain,"[{'source': 'ad_network', 'message': 'Whitelisted ad network domain www-google-analytics.l.google.com', 'name': 'Whitelisted ad network domain'}, {'source': 'akamai', 'message': 'Akamai rank: #3', 'name': 'Akamai Popular Domain'}, {'source': 'alexa', 'message': 'Alexa rank: #1', 'name': 'Listed on Alexa'}, {'source': 'false_positive', 'message': 'Known False Positive', 'name': 'Known False Positive'}, {'source': 'majestic', 'message': 'Whitelisted domain google.com', 'name': 'Whitelisted domain'}, {'source': 'whitelist', 'message': 'Whitelisted domain google.com', 'name': 'Whitelisted domain'}]","[{'assessment': 'accepted', 'assessment_date': '2021-05-19T15:37:54.331000', 'report_date': '2021-05-01T10:55:33.601000'}]",12915,google.com,domain,,,,public,,0,[],[],[],[],[],[],[],[]
